"id_medicament","Code_EAN_13","Nom","Image_URL","Présentation","Dosage","Distributeur_ou_fabriquant","Composition","Classe_thérapeutique","Statut","Code_ATC","PPV","Prix_hospitalier","Tableau","Indications","Min_Stock","Stock_Actuel","url_medicament"
"5882","6118000190325","DEFLAMOL, Crème","https://medicament.ma/image/15791/","Tube de 30 g","40.5 G | 3.5 G","GALENICA","Dioxyde de titane | Oxyde de zinc","Protecteur cutané","Commercialisé","D02AX","9.50","5.90","Aucun","Traitement d'appoint des dermites irritatives, notamment l’érythème fessier du nourrisson.","0","0","https://medicament.ma/?choice=barcode&s=6118000190325"
"5883","6118000240341","EXOMUC, Granulés en sachet","https://medicament.ma/image/15791/","Boîte de 30","200 MG","PROMOPHARM (HIKMA)","Acétylcystéine","Expectorant/Mycolytique","Commercialisé","R05CB01","37.30","23.30","Aucun","Toutes les affections des voies respiratoires, qui mènent à la formation d'une sécrétion dense difficile à expectorer, telles que bronchite aiguë et chronique, laryngite, sinusite, trachéite, grippe, asthme bronchique et (en traitement additionnel) mucoviscidose.","0","0","https://medicament.ma/?choice=barcode&s=6118000240341"
"5884","6118001181209","FORTRANS, Poudre pour solution buvable en sachets","https://medicament.ma/image/15791/","Boîte de 4","64 G","MAPHAR","Macrogol 4000 | Sulfate de sodium anhydre | Bicarbonate de sodium | Chlorure de sodium | Chlorure de potassium","Laxatif osmotique","Commercialisé","A06AD65","132.90","83.10","Aucun","Lavage colique assurant la préparation des patients préalablement :- aux explorations endoscopique ou radiologique,- à la chirurgie colique.FORTRANS est indiqué chez l’adulte uniquement.","0","0","https://medicament.ma/?choice=barcode&s=6118001181209"
"5885","6118000140085","BRONCHOFLUIDE 5 % ADULTE, Sirop","https://medicament.ma/image/15791/","Flacon de 300 ml","5 %","NOVOPHARMA","Carbocistéine","Expectorant / Mycolytique","Commercialisé","R05CB03","37.20","23.20","Aucun","Ce médicament est indiqué chez l'adulte (plus de 15 ans) en cas d'affection respiratoire récente avec difficulté d'expectoration (difficulté à rejeter en crachant les sécrétions bronchiques).","0","0","https://medicament.ma/?choice=barcode&s=6118000140085"
"5886","6118001121182","ALLERGODIL 0.05 %, Collyre","https://medicament.ma/image/15791/","Flacon 6 ml","0.05 %","LAPROPHAN","Azelastine","Antiallergique, Antihistaminique H1","Commercialisé","S01GX07","71.60","44.70",,"Traitement symptomatique des conjonctivites allergiques de l'enfant de plus de 4 ans et de l'adulte.","0","0","https://medicament.ma/?choice=barcode&s=6118001121182"
"5887","6118000010845","IMODIUM 2 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 20","2 MG","MAPHAR","Lopéramide","Ralentisseur de la motricité intestinale","Commercialisé","A07DA03","28.50","17.80","C","Traitement symptomatique de la diarrhée aiguë et chronique, quelle qu'en soit l'étiologie, dont diarrhée des voyageurs, diarrhée après iléostomie ou résection iléale, diarrhée après radiothérapie, incontinence fécale.","0","0","https://medicament.ma/?choice=barcode&s=6118000010845"
"5888","6118001220816","DEFAX 30 MG, Comprimé sécable","https://medicament.ma/image/15791/","Boite de 10","30 MG","IBERMA","Déflazacort","Glucocorticoïdes, Prednisone et dérivés","Commercialisé","H02AB13","92.40","57.70","A","Troubles endocriniensInsuffisance corticosurrénale primaire ou secondaire (l'hydrocortisone ou la cortisone sont les médicaments de premier choix; vu son effet minéralocorticoïde très faible, le déflazacort devrait être utilisé uniquement en association à un minéralocorticoïde, particulièrement lors du traitement des enfants).Hyperplasie corticosurrénale congénitale.Affections rhumatismales et collagénosesTraitement des poussées aiguës et/ou traitement d'entretien de l'arthrite rhumatoïde et de l'arthrite psoriasique lorsque les traitements usuels se sont avérés inefficaces; polymyalgie rhumatismale; rhumatisme articulaire aigu; lupus érythémateux disséminé; dermatomyosite; polyartérite noueuse; artérite temporale; granulomatose de Wegener.Autres affections inflammatoiresThyroïdite non prurigineuse.Affections hématologiquesThrombopénie idiopathique chez l'adulte, anémie hémolytique auto-immune acquise.NéoplasiesTraitement palliatif de la leucémie aiguë chez l'enfant ainsi que leucémie et lymphome chez l'adulte.Affections dermatologiquesDermatoses aiguës sévères comme pemphigus, dermatite herpétiforme bulleuse, dermatite exfoliative généralisée, érythème multiforme, érythème noueux, psoriasis sévère.AllergiesAsthme bronchique ne répondant pas au traitement conventionnel.Affections pulmonairesSarcoïdose avec infiltration pulmonaire, alvéolite allergique exogène; pneumonie interstitielle desquamative.Affections gastro-intestinales et hépatiquesColite ulcéreuse, maladie de Crohn, hépatite chronique agressive.Affections rénalesSyndrome néphrotique (certaines formes).Affections oculairesChoroïdite et choroïdorétinite, iritis et iridocyclite.","0","5","https://medicament.ma/?choice=barcode&s=6118001220816"
"5889","6118001070596","TOBRADEX 0.1 % / 0.3 %, Collyre","https://medicament.ma/image/15791/","Flacon de 5 ml","0.1 % | 0.3 %","SOTHEMA","Tobramycine | Dexamethasone","Antibiotique associé à un AIS","Commercialisé","S01CA01","33.40","20.80","A","Traitement local anti-inflammatoire et anti-bactérien de l'œil chez les adultes et les enfants de plus de 2 ans :- dans les suites de la chirurgie ophtalmologique, des infections dues à des germes sensibles à la tobramycine avec composante inflammatoire.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","0","https://medicament.ma/?choice=barcode&s=6118001070596"
"5890","6118001071692","EPIDUO, Gel","https://medicament.ma/image/15791/","Tube de 30 g","1 MG | 25 MG","SOTHEMA","Adapalene | Peroxyde de benzoyle","Préparations anti-acnéiques à usage topique","Commercialisé","D10AD53","137.00","85.60","A","Traitement cutané de l’acné vulgaire en présence de comédons, papules et pustules.EPIDUO 0,1% / 2,5% est indiqué chez les adultes, adolescents et enfants âgés de 9 ans et plus.","0","0","https://medicament.ma/?choice=barcode&s=6118001071692"
"5891","6118000020509","LAEVOLAC 0.5, Solution buvable","https://medicament.ma/image/15791/","Flacon de 200 ml","50 %","SOTHEMA","Lactulose","Laxatif osmotique","Commercialisé","A06AD11","42.00","26.30","Aucun","Le lactulose est utilisé pour traiter la constipation (selles peu fréquentes, dures et sèches) en rendant les selles molles. Il est utilisé dans le traitement de l'encéphalopathie hépatique (une maladie du foie provoquant une difficulté à penser, une confusion, des tremblements, une diminution du niveau de conscience pouvant aller jusqu'au coma).","0","0","https://medicament.ma/?choice=barcode&s=6118000020509"
"5892","6118001150038","MIOCAMEN 600 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 12","600 MG","PHI","Miocamycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA11","121.40","75.60","A",,"0","0","https://medicament.ma/?choice=barcode&s=6118001150038"
"5893","6118000140139","CEFALINE HAUTH 500 MG / 50 MG, Sachet","https://medicament.ma/image/15791/","Boîte de 10","500 MG  | 50 MG","NOVOPHARMA","Paracétamol | Caféine","Analgésique - Antipyrétique","Commercialisé","N02BE01","13.30","8.30","Aucun",,"0","0","https://medicament.ma/?choice=barcode&s=6118000140139"
"5894","6118000032021","TETRACYCLINE 250 MG, Comprimé dragéifié","https://medicament.ma/image/15791/","Boîte de 16","250 MG","LAPROPHAN","Tetracycline","Antibiotique, cyclines","Commercialisé","J01AA03","22.20","13.90","A",,"0","0","https://medicament.ma/?choice=barcode&s=6118000032021"
"5895","6118001250981","PRISDAL 0.5 MG, Comprimé pelliculé [P]","https://medicament.ma/image/15791/","Boîte de 30","0.5 MG","AFRIC-PHAR","Rispéridone","Neuroleptique atypique","Commercialisé","N05AX08","30.40","19.00","A","La rispéridone est indiquée dans le traitement de la schizophrénie.La rispéridone est indiquée dans le traitement des épisodes maniaques modérés à sévères associés aux troubles bipolaires.La rispéridone est indiquée dans le traitement de courte durée (jusqu’à 6 semaines) de l’agressivité persistante chez les patients présentant une démence d’Alzheimer modérée à sévère ne répondant pas aux approches non-pharmacologiques et lorsqu’il existe un risque de préjudice pour le patient lui-même ou les autres.La rispéridone est indiquée dans le traitement symptomatique de courte durée (jusqu’à 6 semaines) de l’agressivité persistante dans le trouble des conduites chez les enfants à partir de 5 ans et les adolescents présentant un fonctionnement intellectuel inférieur à la moyenne ou un retard mental diagnostiqués conformément aux critères du DSM-IV, chez lesquels la sévérité des comportements agressifs ou d’autres comportements perturbateurs nécessitent un traitement pharmacologique. Le traitement pharmacologique doit faire partie intégrante d’un programme de traitement plus large, incluant des mesures psychosociales et éducatives. Il est recommandé que la rispéridone soit prescrite par un spécialiste en neurologie de l’enfant et en psychiatrie de l’enfant et de l’adolescent ou un médecin très familier du traitement du trouble des conduites de l’enfant et de l’adolescent.","0","0","https://medicament.ma/?choice=barcode&s=6118001250981"
"5896","6118000191575","COLISPASM 80 MG, Comprimé orodispersible","https://medicament.ma/image/15791/","Boite de 20","80 MG","GALENICA","Phloroglucinol","Antispasmodique","Commercialisé","A03AX12","32.10","20.10","Aucun","- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires.- Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques.- Traitement symptomatique des manifestations spasmodiques douloureuses en gynécologie.- Traitement adjuvant des contractions au cours de la grossesse en association au repos.","0","3","https://medicament.ma/?choice=barcode&s=6118000191575"
"5897","6118000120407","MAG 2 122 MG / 10 ML, Solution buvable en ampoule","https://medicament.ma/image/15791/","Boîte de 30","122 MG / 10 ML","POLYMEDIC","Magnésium","Supplément minéral","Commercialisé","A12CC","59.20","37.00","Aucun","Ce médicament contient du magnésium.L'association d'un certain nombre des symptômes suivants peut évoquer un déficit en magnésium :· nervosité, irritabilité, anxiété légère, fatigue passagère, troubles mineurs du sommeil,· manifestations d'anxiété, telles que spasmes digestifs ou palpitations (cœur sain),· crampes musculaires, fourmillements.L'apport du magnésium peut améliorer ces symptômes.En l’absence d’amélioration de ces symptômes au bout d’un mois de traitement, le traitement sera réévalué.","0","0","https://medicament.ma/?choice=barcode&s=6118000120407"
"5898","6118000241454","GEPRID 1 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","1 MG","PROMOPHARM (HIKMA)","Glimépiride","Antidiabétique, sulfonylurée","Commercialisé","A10BB12","26.90","16.80","A","Diabète non insulino-dépendant (type 2), lorsque le régime, l'exercice physique et la réduction de poids ne suffisent pas à eux seuls à atteindre des valeurs adéquates de glycémie.","0","0","https://medicament.ma/?choice=barcode&s=6118000241454"
"5899","6118000031932","RINGER LACTATE LAPROPHAN, Solution injectable","https://medicament.ma/image/15791/","Boîte de 1 Flacon de 250 ml","26.85 MG | 40 MG | 600 MG | 310 MG","LAPROPHAN","Chlorure de sodium | Chlorure de potassium | Chlorure de calcium | Lactate de sodium","Solution pour perfusion IV : Substitut volémique","Commercialisé","B05BB01","25.20","15.70","Aucun","– Déshydratation à prédominance extracellulaire quelle qu’en soit la cause : vomissement, diarrhée, fistules.L’apport doit être au moins équivalent aux pertes.– Hypovolémie : quelle qu’en soit la cause :HémorragieVasoplégie : dans les intoxications médicamenteuses induisant une vasoplégie responsable d’une hypovolémie relative et d’une hypotension.Choc anaphylactiqueBrûlés : le remplissage vasculaire n’est indiqué qu’en cas de brûlures du deuxième et du troisième degré.Pertes hydroélectrolytiques péri-opératoires.– Acidose métabolique à l’exception de l’acidose lactique.","0","0","https://medicament.ma/?choice=barcode&s=6118000031932"
"5900","6118000071044","BRONCOLIBER 120 MG, Gélule retard","https://medicament.ma/image/15791/","Boîte de 20","120 MG","ATLAS PHARM","Ambroxol","Expectorant","Commercialisé","R05CB06","70.10","43.80","Aucun","Affections aiguës des voies respiratoires accompagnées d'une perturbation de la sécrétion du mucus, en particulier en cas d'aggravation aiguë d'une bronchite chronique, dans la bronchite asthmatiforme, l'asthme bronchique et les bronchectasies.","0","0","https://medicament.ma/?choice=barcode&s=6118000071044"
"5901","6118000170167","GLUCOR 100 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","100 MG","BAYER S.A","Acarbose","Antidiabétique, inhibiteur de l'alpha-glucosidase","Commercialisé","A10BF01","85.30","53.30","A","Traitement du diabète non insulino-dépendant, en complément du régime alimentaire, en monothérapie comme en association aux autres thérapeutiques antidiabétiques.","0","0","https://medicament.ma/?choice=barcode&s=6118000170167"
"5902","6118000032076","VITA C 1000, Comprimé effervescent sans sucre","https://medicament.ma/image/15791/","Boîte de 20","1 G","LAPROPHAN","Acide ascorbique","Vitamine","Commercialisé","A11GA01","25.10","15.70","Aucun","Traitement d’appoint de l’asthénie fonctionnelle.","0","0","https://medicament.ma/?choice=barcode&s=6118000032076"
"5903","6118000020677","SPASMAG 59 MG / 50 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 60","59 MG | 50 MG","SOTHEMA","Magnésium | Saccharomyces cerevisiae","Complément minéral","Commercialisé","B05ZB","43.90","27.40","Aucun","Carences en magnésium isolées ou associées.","0","0","https://medicament.ma/?choice=barcode&s=6118000020677"
"5904","6118000140115","BRONCHOFLUIDE 5 % ADULTE SANS SUCRE, Solution buvable","https://medicament.ma/image/15791/","Flacon de 300 ml","5 %","NOVOPHARMA","Carbocistéine","Expectorant / Mycolytique","Commercialisé","R05CB03","36.70","22.90","Aucun","Ce médicament est indiqué chez l'adulte (plus de 15 ans) en cas d'affection respiratoire récente avec difficulté d'expectoration (difficulté à rejeter en crachant les sécrétions bronchiques).","0","0","https://medicament.ma/?choice=barcode&s=6118000140115"
"5905","6118000120094","MAG 2 100 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","100 MG","POLYMEDIC","Magnésium","Supplément minéral","Commercialisé","A12CC","22.90","14.30","Aucun","Ce médicament contient du magnésium.L'association d'un certain nombre des symptômes suivants peut évoquer un déficit en magnésium :· nervosité, irritabilité, anxiété légère, fatigue passagère, troubles mineurs du sommeil,· manifestations d'anxiété, telles que spasmes digestifs ou palpitations (cœur sain),· crampes musculaires, fourmillements.L'apport du magnésium peut améliorer ces symptômes.En l’absence d’amélioration de ces symptômes au bout d’un mois de traitement, le traitement sera réévalué.","0","0","https://medicament.ma/?choice=barcode&s=6118000120094"
"5906","6118001160334","INEGY 10 MG / 20 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 28","10 MG | 20 MG","MSD MAROC","Ezétimibe | Simvastatine","Hypolipémiants : Inhibiteurs de l'absorption du cholésterol  + simvastatine","Commercialisé","C10BA02","314.00","208.00","A","Hypercholestérolémie primaireInegy diminue, lorsqu’il est utilisé en accompagnement d’un régime, les valeurs trop élevées de cholestérol total, de cholestérol LDL, d’apolipoprotéine B, de triglycérides ainsi que de cholestérol non HDL et augmente le cholestérol HDL chez les patients atteints d’hypercholestérolémie primaire (familiale hétérozygote et non familiale) ou d'hyperlipidémie mixte.Hypercholestérolémie familiale homozygoteInegy diminue les valeurs trop élevées de cholestérol total et de cholestérol LDL chez les patients atteints d’hypercholestérolémie familiale homozygote. Les patients peuvent bénéficier d’autres traitements concomitants (comme par exemple une aphérèse LDL).","0","0","https://medicament.ma/?choice=barcode&s=6118001160334"
"5907","6118000130581","GLYSET 1 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","1 MG","GENPHARMA","Glimépiride","Antidiabétique","Commercialisé","A10BB12","20.00","12.50","A","Diabète non insulino-dépendant (type 2), lorsque le régime, l'exercice physique et la réduction de poids ne suffisent pas à eux seuls à atteindre des valeurs adéquates de glycémie.","0","0","https://medicament.ma/?choice=barcode&s=6118000130581"
"5908","6118000190431","FLUIMUCIL 200 MG, Sachet","https://medicament.ma/image/15791/","Boîte de 30",,"GALENICA","Acétylcystéine","Antitussifs/mucolytiques","Commercialisé","R05CB01","51.35","33.90","Aucun","Toutes les affections des voies respiratoires, qui mènent à la formation d'une sécrétion dense difficile à expectorer, telles que bronchite aiguë et chronique, laryngite, sinusite, trachéite, grippe, asthme bronchique et (en traitement additionnel) mucoviscidose.","0","0","https://medicament.ma/?choice=barcode&s=6118000190431"
"5909","6118000041962","DOLICOX 120 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boite de 7","120 MG","BOTTU S.A.","Étoricoxib","Anti-inflammatoire non stéroïdien (AINS), coxib","Commercialisé","M01AH05","81.70","51.10","A","L’étoricoxib est indiqué dans le traitement symptomatique des inflammations et douleurs chez les patients souffrant d'arthrose.La décision de prescrire un inhibiteur sélectif de la COX-2 doit s'appuyer sur l'évaluation de l'ensemble des risques spécifiques à chaque patient.","0","2","https://medicament.ma/?choice=barcode&s=6118000041962"
"5910","6118001250295","EUCARBON, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","180 MG | 25 MG | 105 MG | 25 MG","AFRIC-PHAR","Charbon végétal | Extrait de rhubarbe| Feuilles de séné | Soufre","Laxatif de contact","Commercialisé","A06AB06","29.90","18.70","Aucun",,"0","2","https://medicament.ma/?choice=barcode&s=6118001250295"
"5911","6118000060550","PROFENID 60 G, Gel","https://medicament.ma/image/15791/","Tube de 60 g","60 G","SANOFI AVENTIS MAROC","Kétoprofène","Anti-inflammatoire non stéroïdien","Commercialisé","M02AA10","32.10","20.10",,"Il est indiqué, chez l'adulte (plus de 15 ans), en traitement de courte durée:- des poussées d'arthrose des petites articulations,- des tendinites,- des traumatismes de type entorse bénigne (foulure), contusion,- des lombalgies,- des réactions inflammatoires des veines consécutives à une sclérose de varices.","0","0","https://medicament.ma/?choice=barcode&s=6118000060550"
"5912","6118001271177","ACNO 30 MG, Capsule molle","https://medicament.ma/image/15791/","Boite de 30","30 MG","ZENITH PHARMA","Isotrétinoïne","Antiacnéique systémique, rétinoïde","Commercialisé","D10BA01","348.00","231.00","A","Formes sévères d'acné s'étant révélées résistantes à des cycles thérapeutiques standard adéquats avec des antibiotiques systémiques et des traitements topiques.","0","0","https://medicament.ma/?choice=barcode&s=6118001271177"
"5913","6118000240044","AUREOMYCINE 1 %, Pommade ophtalmique","https://medicament.ma/image/15791/","Tube de 5 g","1 %","PROMOPHARM (HIKMA)","Chlortétracycline","Antibiotique de la famille des cyclines","Commercialisé","S01AA02","9.40","5.80","Aucun",,"0","0","https://medicament.ma/?choice=barcode&s=6118000240044"
"5914","6118000340263","BROXYL 0.3 %, Solution buvable","https://medicament.ma/image/15791/","Flacon de 250 ml","0.3 %","MC PHARMA","Ambroxol","Mucokinétique et expectorante","Commercialisé","R05CB06","16.80","10.50","Aucun","Affections aiguës des voies respiratoires accompagnées d'une perturbation de la sécrétion du mucus, en particulier en cas d'aggravation aiguë d'une bronchite chronique, dans la bronchite asthmatiforme, l'asthme bronchique et les bronchectasies.","0","0","https://medicament.ma/?choice=barcode&s=6118000340263"
"5915","6118010012099","ATARAX 0.002 , Sirop [P]","https://medicament.ma/image/15791/","Flacon de 200 ml","0.002","SOTHEMA","Hydroxyzine","Antiprurigineux / sédatif","Commercialisé","N05BB01","16.10","10.10","A","· manifestations mineures de l'anxiété chez l’adulte,· prémédication à l'anesthésie générale,· traitement symptomatique de l'urticaire,· chez l'enfant de plus de 3 ans, traitement de deuxième intention des insomnies d'endormissement liées à un état d'hyper-éveil (vigilance accrue liée à des manifestations anxieuses au coucher), après échec des mesures comportementales seules.","0","0","https://medicament.ma/?choice=barcode&s=6118010012099"
"5916","6118000190165","BUCOCINE, Comprimé","https://medicament.ma/image/15791/","Boîte de 20",,"GALENICA","LysozymeHCL | Papaine | Bacitracine | TetracaineHCL | PyridoxineHCL",,"Commercialisé","A01A2","10.20","6.40","Aucun",,"0","2","https://medicament.ma/?choice=barcode&s=6118000190165"
"5917","6118000240013","ARGENT COLLOIDAL 5 %, Pommade dermique","https://medicament.ma/image/15791/","Tube de 5 g","5 %","PROMOPHARM (HIKMA)","Argent colloïdale",,"Commercialisé","C05AX","12.90","8.10","Aucun",,"0","0","https://medicament.ma/?choice=barcode&s=6118000240013"
"5918","6118001071128","STRATTERA 60 MG, Gélule [P]","https://medicament.ma/image/15791/","Boîte de 28","60 MG","SOTHEMA","Atomoxetine","Inhibiteur sélectif de la recapture de la noradrenaline.","Commercialisé","N06BA09","940.00","659.00","A","STRATTERA est indiqué dans le traitement duTrouble Déficit de l'Attention/Hyperactivité (TDAH) chez les enfants de 6 ans et plus et chez les adolescents dans le cadre d’une prise en charge thérapeutique globale. Le traitement doit être initié par un médecin spécialiste de la prise en charge du TDAH. Le diagnostic doit être établi selon les critères du DSM-IV ou les recommandations de l’ICD-10.","0","0","https://medicament.ma/?choice=barcode&s=6118001071128"
"5919","6118000091011","ULCESTOP 400 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 20","400 MG","PHARMA5","Cimétidine","Antagoniste des récepteurs H2 à l'histamine","Commercialisé","A02BA01","55.60","34.70","C","- Ulcère gastrique ou duodénal évolutif de l'adulte.- Traitement d'entretien de l'ulcère duodénal chez les patients non infectés par Helicobacter pylori ou chez qui l'éradication n'a pas été possible.- Traitement de l'œsophagite secondaire au reflux gastro-œsophagien.- Traitement symptomatique du reflux gastro-œsophagien.- Syndrome de Zollinger-Ellison.","0","0","https://medicament.ma/?choice=barcode&s=6118000091011"
"5920","6118001150281","REMICADE 100 MG, Poudre pour solution à diluer pour perfusion","https://medicament.ma/image/15791/","Flacon de 20 ml","100 MG","MAPHAR","Infliximab","Inhibiteur du TNF alpha, anticorps monoclonal chimérique humain-murin","Commercialisé","L04AB02","4576.00","4299.00","A","Polyarthrite rhumatoïdeInfliximab est indiqué, en association avec le méthotrexate, pour la réduction des signes et symptômes, pour l’amélioration de la capacité fonctionnelle et pour le ralentissement de la progression de la destruction articulaire, chez les patients adultes atteints d’une maladie active et n’ayant pas suffisamment répondu au méthotrexate, et chez les patients adultes atteints d’une maladie sévère active et évolutive, non traités auparavant par le méthotrexate ou d’autres DMARDs. Infliximab ne doit être administré que par des médecins expérimentés dans la prise en charge de patients souffrant de polyarthrite rhumatoïde active.Arthrite psoriasiqueInfliximab est indiqué pour la réduction des signes et symptômes de l’arthrite chez les patients atteints d’arthrite psoriasique active, n’ayant pas suffisamment répondu aux autres traitements de fond.Maladie de Bechterew/Spondylarthrite ankylosanteInfliximab est indiqué pour la réduction des signes et des symptômes, ainsi que pour l’amélioration de la capacité fonctionnelle chez les patients adultes souffrant d’une maladie active sévère et n’ayant pas répondu aux traitements conventionnels (physiothérapie, AINS).Maladie de Crohn chez l'adulte et l'enfantAdultes (≥18 ans):Infliximab est indiqué dans le traitement de la maladie de Crohn active modérée à sévère chez les patients adultes n'ayant pas répondu à un traitement conventionnel complet et adéquat par corticostéroïdes et/ou immunosuppresseurs. L'objectif du traitement est la réduction des symptômes et le maintien d'une rémission clinique.Traitement de la maladie de Crohn fistulisée, sévère, chez les patients adultes n'ayant pas répondu à un traitement conventionnel complet et adéquat (comprenant antibiotiques, drainage et immunosuppresseurs).Maladie de Crohn chez l'enfant et l'adolescent (de 6 à 17 ans):Infliximab est indiqué dans le traitement de la maladie de Crohn active, sévère et évolutive, chez les enfants et les adolescents n'ayant pas répondu à un traitement conventionnel complet et adéquat, ou chez lesquels ce traitement est mal toléré ou contre-indiqué. Infliximab a été étudié uniquement en association avec un traitement immunosuppresseur conventionnel.Colite ulcéreuse chez l'adulte et l'enfantAdultes (≥18 ans):Infliximab est indiqué pour le traitement de la colite ulcéreuse active modérée à sévère chez les patients adultes répondant de manière insuffisante ou présentant une intolérance à un traitement conventionnel complet et adéquat, y compris 5-ASA, corticostéroïdes et 6-MP ou AZA.Colite ulcéreuse chez l'enfant et l'adolescent (de 6 à 17 ans):Infliximab est indiqué pour le traitement de la colite ulcéreuse active modérée à sévère chez les patients pédiatriques âgés de 6 à 17 ans qui répondent de manière insuffisante à un traitement conventionnel, y compris les corticostéroïdes et la 6-MP ou l'AZA, ou présentent une intolérance ou une contre-indication à un tel traitement.PsoriasisInfliximab est indiqué chez les patients adultes présentant un psoriasis en plaques modéré à sévère, pour lesquels une photothérapie ou des traitements systémiques conventionnels se sont avérés inappropriés ou insuffisants. La sécurité et l’efficacité d’un traitement d’une durée de plus d’un an n’ont pas été étudiées.","0","0","https://medicament.ma/?choice=barcode&s=6118001150281"
"5921","6118000170389","MADECASSOL 1 %, Onguent","https://medicament.ma/image/15791/","Tube de 10 g","1 %","BAYER S.A","Extrait titré de centella asiatica",,"Commercialisé",,"22.40","14.00","Aucun","Traitement local d'appoint des ulcérations cutanées.","0","0","https://medicament.ma/?choice=barcode&s=6118000170389"
"5922","6118000190974","RANITIL 150 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 20","150 MG","GALENICA","Ranitidine","Antagoniste des récepteurs H2 à l'histamine","Commercialisé","A02BA02","71.90","44.90","C","Adultes· Ulcère gastrique ou duodénal évolutif.· Oesophagite par reflux gastro-oesophagien.· Traitement d'entretien de l'ulcère duodénal.· Syndrome de Zollinger-Ellison.","0","0","https://medicament.ma/?choice=barcode&s=6118000190974"
"5923","6118001184217","CAELYX PEGYLATED LIPOSOMAL 2 MG / ML, Solution pour perfusion","https://medicament.ma/image/15791/","Boîte de 1 flacon de 25 ml","2MG / ML","MAPHAR","Doxorubicine","Anthracyclines et apparentés","Commercialisé","L01DB01","7416.00","7222.00","A","· Carcinomes du sein· Sarcomes des os et des parties molles· Maladie de Hodgkin, lymphomes non hodgkiniens· Tumeurs solides de l'enfant· Cancers du poumon· Leucémies aiguës et chroniques· Cancers de la vessie, de l’ovaire, de l'estomac","0","0","https://medicament.ma/?choice=barcode&s=6118001184217"
"5924","6118001070732","PIASCLEDINE 300 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 15","300 MG","SOTHEMA","Insaponifiable d'huile d'avocat- soja","Autres agents anti-inflammatoires et antirhumatismaux, non stéroïdiens","Commercialisé","M01AX26","90.10","56.30","Aucun","PIASCLEDINE est indiqué comme traitement symptomatique à effet différé de l’arthrose du genou.PIASCLEDINE est indiqué chez l’adulte.","0","0","https://medicament.ma/?choice=barcode&s=6118001070732"
"5925","6118000180210","MERCRYL, Solution moussante NF","https://medicament.ma/image/15791/","Flacon de 300 ml",,"SYNTHEMEDIC","Benzalkonium | Chlorhexidine","Désinfectant local","Commercialisé",,"19.80","22.50","Aucun","Nettoyage et traitement d'appoint des affections cutanéo-muqueuses primitivement bactériennes ou susceptibles de se surinfecter.","0","0","https://medicament.ma/?choice=barcode&s=6118000180210"
"5926","6118000030492","DIUREX 20 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 20","20 MG","LAPROPHAN","Xipamide","Diurétique","Commercialisé","C03BA10","68.80","43.00","A","La xipamide est utilisée dans la prise en charge d’hypertensions artérielles.","0","0","https://medicament.ma/?choice=barcode&s=6118000030492"
"5927","6118000140108","BRONCHOFLUIDE 5 % SANS SUCRE ADULTE, Solution buvable","https://medicament.ma/image/15791/","Flacon de 125 ml","5 %","NOVOPHARMA","Carbocistéine","Expectorant / Mycolytique","Commercialisé","R05CB03","19.10","11.90","Aucun","Ce médicament est indiqué chez l'adulte (plus de 15 ans) en cas d'affection respiratoire récente avec difficulté d'expectoration (difficulté à rejeter en crachant les sécrétions bronchiques).","0","0","https://medicament.ma/?choice=barcode&s=6118000140108"
